comment,label
그리고 현금인출한 다음에 지금 해외로 도 잠자고 했는데요,0
여기서 문제가 되는 게 뭐냐면 받지 못한 피해자분들이,0
특히 어찌됐건 간에 본 통장에 입금한 거잖아요,0
그러니까 통장을 사기 계좌로 고소고발조치를 50 상태예요,0
자 이번 사건이 본인만 연루되신 사건이 아니고 전국에서 현재 이백 명 가까이 연루 범죄사건이나 보면 돼요,0
명의 도용 사건이 아닙니다,0
일단은 그렇기 때문에 저희가 질문에 전반 조사 과정을 녹시상대로 진행하게 될 건데요,0
그 이전에 저희가 광부철 씨를 조사한 결과 저희가 더 강조지점 국민은행직원이었어요 조직원들또한 금융권관련해서 정보 했던 분이 많았던 걸로 파악이 되고 있는데 보니까 혹시 어느 지역에서 어떤 관련해서 몇 년 정도 몇 년 차 정도 근무하신 분인가요 전라도 광주국민의 인데요,0
"그래요, 저는 저는 서울에서 계속 지냈고 여기 최근에 나 주 로 이사 왔는데 지금 청장은 이 월부터 만들어졌다고 했잖아요",0
그렇게 아니에요,0
칠월 중순에 이사를 해봤어요,0
이렇게계속 중순이사를 맡고 광주는 이제 이제 각 이제 액이 유가 때문에 가끔씩 이제 참고인과 돌리는 거 외에는 갈 일이 없었죠,0
알겠습니다,0
동안 말씀드리고 사건 번호 말씀 드릴 건데요,0
그 서울 지방검찰청이라고 보시면 되고요,0
이제 강 조직원들이 사용하던 대포통장이랑 돈 주고 받는데요,0
이런 불법 통장불법 자산이런걸 좀 하게 될 거예요,0
이런 혐의점 만발견이 안 되신다면,0
오늘 금이 가는 것도 피해자의 받을 수 있습니다,0
사건이 다 이렇게 일단 제가 상관이 없다는 걸 언제쯤 다 결론이 나는 거죠,0
연락 받을 수 있는 건가요? 아니면 그거는 추후에 설명을 더 자세하게 들을 거고요,0
일단 일 차 조사만 끝내고 담당것만 님한테 바로 일관되실 거예요,0
확인하시고 저도 피해자의 좀 받으시면 되는 거고요,0
몇 가지가 자 질문에 전망조사 과정을 녹취 상태로 진행하기 때문에 각자의 육성이나 기타 소음이 심하게 들리신다면 본인증거 자료로 채택이 힘든 점을 말씀드리겠고요,0
또한 본인이 준수하는 과정에서 위증이나 은혜하시면 공모지경죄가 성립되니까 이전 공유해 주시기 바라고요 녹취과정에 있어서 음속 턴이라든가 스피커모든 을 절대 하시면 안돼요,0
"자, 일단은 본인자택에",0
일단 저한테는 안 들려요,0
크게 들리는 건 아니죠,0
근데 그 수사관님이 말씀하시는 건 정확하게 잘 들리니까,0
그런데 주변에 자랑 알겠습니다,0
일단 은요 녹지과정에 있어서 본인께서는 허위 진술하시면 안 되고요,0
사실 그대로만 진술해주셔야 됩니다,0
이해되시죠,0
"자, 녹취",0
바로 진행할게요,0
확인되었고요 본인께서 전라도 광주 태생의 사십이 세 남성 강구철 씨 아시는 분 이시죠,0
자 군 사건은 금융사기사건이기 때문에 금융감독원과 함께 합동 수의 시행 중에 있습니다,0
본인의 진술이 금융감독원측 교사 내용과 상의 하게 다룰 지 피해자 입증받기 힘든 점 미리 말씀드릴게요,0
사실 있는 그대로만 말씀해 달란 말이에요,0
진술해주신 거는 하나은행권 통장은 사실이 있으신 이게 어느 지역에 위치한 시점이죠? 기억하실까요 혹시 대담하는 만든 하나은행통장에? 역 근처에 있는 은행에서 개설을 했어요,0
다시 한번만 서울에 있는 중구에 있는 사과정력기관 거기서 만들었습니다,0
사과점이요 여기 라고 했어요,0
여기 이름이에요,0
이거 용도는 어떻게 만드신 거죠? 그 당시에 안녕하세요,0
그 그게 네 명이 다주택청장하나 만들었어요,0
이렇게 헷갈리긴 한데 저희 신랑명이었던 것 같아요,0
그거는 통장도 아니었어요,0
대통령 이 아니었던 것 같아요,0
제가 만든 게 아니고 제가 은행 거리를 그걸 하다 보니까 제가 하다 보니까 본인 명의로 된 금융권만 조사할 거니까 명의는 말씀하지 마시고요,0
일단 이거 하나 은행을 질의하고,0
본인이 통장을 개발하셨을 건데 금융에다가 일 금융권금융권포함해서 상호 명만 진술해주시면 됩니다,0
상호명을 진술해주겠어요 제가 많은 통장들이요 상호명만,0
국민 은행 외환은행 은행이 있을 수도 있어요,0
근데 지금 요즘 사용 안 해서 지금 운영되는지 모르겠어요,0
주식쪽에 뭐 펀드나 주식을 하신다든가 그런걸 하루도 하는 거 없고 펀드도 없고요,0
우리은행이랑 외환은행정도만 기억하고 있어야 할 것 같아요,0
국립은행은 지난 회사 다닐 때 급여통장하나 만들고 그 다음에 주택에서는 만든 것 같고요,0
우리은행은 신용카드 하나 만든 것 같고 제가 학교 다닐 때 대학교 때 처음 만들고 부부를 한참 차이만 했거든요,0
그냥 과연 통장이고요 먹어나왔어요,0
외환은행은 그냥 통장그냥,0
제가 저희 다시 한번 말씀드릴게요,0
용도라고 하면은 일반입출금이나 입출금 통장으로 쓰신 분들 계시고 그리고 뭐 정기 적금 예금통장그리고 주택청약마이너스 통장각각 기타 등등 더 많잖아요,0
이런 식으로 되는데요,0
통장도 있어요,0
국민통장을 하나 만들어서 이번달이 만든다고 국민은행이요,0
네,0
그리고 아닌 거죠,0
그냥 예금통장놓는 거예요,0
적금 통장적금통장,0
이것도 있나요? 이런 부분이 최근 시월달에 맞는 예금통장이 있어요,0
그리고 예전에 만들고 만기가 사라진 것까지 다 얘기를 해야 하는데 돈을 다 찾으시고 안하셔도 되죠,0
제가 좀 바꿨어요,0
죄송합니다 언제 안녕하세요? 죄송합니다,0
"절반을 남겨주시면 제가 한가할 때 전화
서울중앙시간에 곽방안입니다? 예",0
다름이 아니라 본인과 연루된 불법 명이 들어온 사건이 지금 검찰지금의 접수가 돼서 연락을 드렸고요 본인께서 잠시 통화 괜찮으신가요? 그러시면 제가 몇 가지 상황에 대해서 제가 지금 여쭤보도록 하겠습니다,0
제가 이렇게 여쭤보는 이유가 저희 검찰에서 이제 금융범죄사기단을 검거됐는데 그 과정에서 대량의 신용카드와 대포통장을 앞서 했고요,0
가장 중요한 건 명의로 된 통장이 발견되어서 연락을 드린 거예요,0
본인께서 이 총장개설내용에 대해서 알고 계신 부분이 있으신가요? 본인께서는 직접 개선하신 사실이 없다 라는 말씀이신가요? 저희가 이 통장을 조사해봤을때 통장은 개선절차가 작년 날짜로 이천십팔 년도 오 월 십칠 일 경기도 광명시 철산동 지점에서 개설이 되었고 이 통장을 해당 금융감독원과 같이 얘기를 해봤을때 아니신가요 보거든요,0
그럼 혹시 최근 이 삼 년 사이에 핸드폰이라든지 시각신분증을 분실하시거나 도난당하신 적이 있으신가요? 거든요,0
개인 물품이에요 따로 없으신가요? 본인께서도 현재 이번 사건에 대해 궁금해 하실 텐데 제가 간단하게 정리를 해서 말씀을 드리겠습니다,0
혹시 네이버 측에 개설된 중고나라 알고 계시나요? 중고나라 카페형식으로 사이트 에요,0
현재 분들이 중고나라 사이트를 통해 고가의 물건을 판매한다고 뇌물만 대량으로 올려놓고 이렇게 명의로 된 스탠더드통장으로 입금반유도한지 물건을 보내지 않은 사건입니다,0
이해가 되시나요? 은 어디 있는 거예요? 그럼 순실물이 아니라 허위 매물로 그러니까요,0
그게 몇 번 몇 번 계시그렇게 하고요,0
국가가 없으시기 때문에 그 녹취로서 약식 조사를 할 건데 그리고 이게 휴대폰 아닙니다,0
이걸 가지고 법원의 본인의 피해사실을 입증해줄 증가재료최대 할 거기 때문에 사건을 말합니다,0
"고무가 가중처벌이다 사실은 미리 말씀드리그리고 녹취도중에 타인의 음성이 들어 되면은 도 주인의 제 삼자의 목소리가 개입되지 않도록 이거는 본인귀하신 되시는 부분이고 하기 때문에 개인정보 보호하여 본인의 주민번호나 은행권의 계좌번호, 비밀번호금품을 요구하거나 질문드리지 않습니다",0
네,0
제 질문할 테니 하시는 내용 없으시면 모른다 맞다 아니다 이런 식으로 간단하게 분명하게 좀 해주세요,0
녹취 없어 지금 보내줘서 지금 연루된 사건 어떻게 보면 굉장히 하나 사귀건인데 이 충격적인 것 김일철 당들이 은행질문인 걸로 밝혀졌고 지금 설이 명 정도 근무한 상태입니다,0
그리고 본인한테 본이 사건의 가장 김희찬 이 사람 전 농협직원 이었고요 경기도 광명출신의 서른여덟 차례 이 사건이 외부에 알려지는 큰 사건이고 아직 수사 진행 중에 있기 때문에 보안 유지좀 부탁드리는 거고 삼 자 발사하지 말라는 거예요,0
이번에는 분명히 거주지는 이용자가 있기 때문에 지가 오래 걸리지 않는데 일단 녹취에 앞서 지금 본인은 내가 지금 어떤 사건에 연루됐고 네,0
그래서 좀 이 피해자 입장도 받고 있고 조사를 받고 있는 좀 얘기가 되셨어요,0
그러니까 제가 뭐 저는 모릅니다,0
저는 뭐 하겠습니다,0
저는 한 적이 없어요,0
이렇게 말로 아니고요,0
"네, 이천십칠 년 삼 월 경 경기도 광명시 철산 지점에서 하나은행과 우리은행총장님을 발급받았습니까 명예총장이 개설되어 대포통장형식으로 범죄에 사용한 사실을 알고 있었습니까? 일단 본인 명예이 우린 하고 하나하나 이 두 저는 통장들은 범죄를 사용돼서 그 추가적인 피해자가 발생하지 않도록 본인의 에서 상관없이 동결처리 시켰습니다",0
실례지만 동결처리가 어떤 뜻인지 알고계세요? 규정사 말씀드리겠습니다,0
이해되시나요 지금 본인의 진술하는 정상회의에 추가적으로 발견되는 불법 통장들은 이차 피해가 발생하지 앞으로 동결처리를 하기 위해서 정상적으로 사용 중인 은행권이 있으시면 해당되는 은행 삼고 일만 간단히 진술해주세요,0
본인이 개설하였고 합법적으로 신고다 말씀해주세요,0
없어요,0
네,0
금융권은 총 4 제로 아직 금융빼고 추가적으로 발견해 금융권들은 다 동결차지합니다 동의하십니까 본인같은 경우는 뭐 저희 금융권이라든지 뭐 증권 산하 주식 같은 거 안 하시고요? 하시네요,0
일단은 농사부터 진술을 받을 건데요,0
왜냐면 본인의 나중에 본인의 피해판정을 받으시게 되면 본인의 개인 정보가 농협에서 유출했을 가능성이 매우 높고요,0
사건의 가해자김철삼 일단은 농협에서 5 년 정도 것보다 전 직원이기 때문에 일단은 농촌과 진술받을 거든요,0
농협은행 권위는 오늘 기준으로 몇 개 계좌들 어떤 용도로 개설 일을 했어야 지 본인의 합법적인 기자 입니까? 그러니까 용도는 간단하게 설명해드리지 않는 그 입출금 적금 예금청약한테 마이너스 계좌어느 개인 몇 개가 있다 라고 진술하시면 됩니다,0
아니 근데 이게 좀 전화상으로 하시고 하고요,0
조사가 있고 그리고 가지고 지금 으로 나온 직접 조사 받으시는데,0
일단 조사는 똑같은 부분이지만 한마디만 저희가 그러니까 보내토대로 조사를 할 건데 통장들이 사용되고 있는지 확인을 하시고 본인 통장하시고 용도라 할 건데 일단 절차만 여섯 시간 동안 걸리거든요,0
그러니까 조사실에서 조사를 한 십분 정도 끝났지만 근데 조사가 끝날 때까지 여섯 시간 동안 얘기를 하십니다,0
굉장히 약식을 좋았지만 교사 범죄 전과가 있다거나 전과자 있으면 그냥 들입니다,0
본인도 확인 되시고 뭐 보낸 돈을 달라 이러지 않고 계좌달라 이런 것 같습니다,0
이고요 말씀하시는 건가요? 일단은 지금 다 녹취했기 때문에 저는 계속 진행 중에 있습니다,0
일단 내가 개설하신 계좌용도나 제가 좀 확인할게요,0
그러니까 농협계좌가 총 두 개인데 입주금 용도만 한 개 지금 그래야 됐고요,0
는요 청약청장을 했고요,0
그리고 청년총수 있었을 것 한 개 입출금용도 한 게 알겠습니다,0
본회의진술하실 내용들은 저희가 조사를 어떻게 보는거고 저희 금융감독같이 보내통장들이 열람할 거예요,0
불법 개조로 간주할 거고요,0
알겠습니다,0
그러면 제가 드린 것 때문에 대출 한개가 입주되게 그리고 얘기했는데 주택담보청장한 개 출근길겠죠 금 한계 그리고 출근한 게 신가요 일 거예요,0
학교,0
그니까 그니까 대출을 네 번 하셨는데 하더라고요,0
"예, 알겠습니다",0
일단 농협은행 입출금에 오늘 기준으로 얼마나 고통정상입니까 그러니까 본인의 지금 보호가들의 금액을 말하는 건데 창고를 말하는 겁니다,0
그런데 정확하게 준수해줄 필요가 없는게 제가 백만원기지를 해드리는 거에요,0
백만원선에서 본인의 자산들을 보여드린 의미로 사 치료 침술을 받았데요 이 대략적으로 로 침수했을 대략적으로 털로 얼마라고 등록돼 있어요,0
총상입니까 10 만에서 20 만원 뭐 오십 만 육십 만 이런 식으로 지수를 받을게요 생각됩니다,0
그리고 저희가 다 압수처리가 됩니다,0
일단 이게 마지막이니까요 희망합니다,0
별로 얼마나 고드름 정상입니까 따로따로 이렇게 조금 쪽으로 얼마 로부터 정상입니까 십만원 적이거든요 오십만원이면 오십 만원만 청약는요 오십만원 오십만원 미만 아무튼 따로 진술번복하신 내용이 없으신거죠 녹취는 끝났고요 수사가 끝난 데 만일 조사 결과 내용이 본인의 진술사실과 다를 경우 위증죄가 성립이 됐습니다,0
이러실 경우는 본인께서 내 사법해명해야 되시는 부분인데 저희가 수사가 끝나면 본인 자택으로 결과를 다 말고 해드릴 거고요,0
그걸 본인께서 확인하실 거예요,0
확인해 되시면 받으시는 겁니다,0
일단 오늘 수고 많으셨고요,0
일상생활에 복귀하시면 되시겠어요,0
"네, 수고하셨습니다",0
지난 이천십육 년 십일월 이십삼일입니다 광명시 철산 지점으로부터 국민은행총장과 농협은행 통장을 개설한 사실이 있습니까? 일단은 불법 현장에서 압수되었기 때문에 실제로 개설을 하셨던지 아니면 도용을 당하셨던지 이미 동결처리 시켰고요 그 안에 들어있던 불법자원 같은 경우에는 국고로 환수처리가 되었어요,0
"이천말아주시고요 네, 저희가 이제 김명시점검거를 했지만 공모자들은 다 검거를 못했습니다",0
일단은 본인사건경이나 본인 앞으로 발생되는 피해 부분 적인 부분에 있어서는 자세하게 검사님 앞으로 배정받으셔가지고 들으실 수 있는데 잠시만 기다려주시고요 제가 바로 내선번호 로 연결해 드리겠습니다,0
네,0
네,0
"잠시만요
전혀 모르시는 분이시고",0
제가 지금 이분에 대해서 여쭤본 이유는 지금 저희 남부지검에서 저희가 로 인한 금융범죄사기단을 검거를 하면서 현장에서 대량의 신용카드와 대포통장을 압수했습니다,0
"그런데 제가 앞서 목록을 주여 하던 도중에 지금 본인 명의로 된 은행통장한 부, 그리고 외환은행총장안부가 대포통장으로 사용된 것을 저희 집에서 압수수색하였고요",0
지금 본인께서 두 계좌의 개설 여부에 대해서 아시는 부분 있으십니까? 보는 게 전혀 개설하시려고 주시고요,0
그렇다면 혹시 신분증을 분실하셨다든지 아니면 타인에게 명예를 빚어주신 적 있으신가요? 전혀 없으시고 그런 본인께서는 지금 개설 여부에 대해서 전혀 모르셨던 부분이 시고요,0
제가 은행에 확인해 봤고요,0
네,0
전 아무것도 안 했는데요,0
본인은 아무것도 아니겠죠,0
저도 피해자아닌가요,0
그러면 저는 제가 지금 통장이런 거 처음 듣고요,0
제가 그 지금 말씀하신 국민은행이랑 뭐라고 하셨죠? 경남 그게 그거를 제가 사용을 안 하시굉장히 오래됐거든요,0
그러니까 통장이후에 이제 김해생일단 과 불법공모자들이 이제 불법으로 계승을 했어요,0
"금융권의 아시는 분이 쓰셨나봐요 저는 개설이 됐고, 지금 그 통장으로 인해서 피해 보신 분들이 대다수 세요",0
이제 중고나라 사기같은 거 있잖아요,0
저는 확인을 한 번도 한 적이 없는데요,0
본인은 확인 못 했겠죠,0
일단 불법공모자들이 개설한 상태여서 그럼 제가 어떻게 해야 되는 거죠? 그러면 제가 지금 해결해 드리려고 하는데 자꾸 말을 많으시니까 말씀해 보세요,0
그래서 일단 지금 발굴비자가 이천십칠,0
년 시월 십육일이었는데 경남 마산에서 발급이 되었어요,0
그 지금 본인께서 이 사실에 대한 사실을 제가 말하기 전에 아시고 계셨나요? 모르셨고 그 외에도 본인처럼 다섯 명이 도 다 피해자분들이 전국적으로 엄청난 피해자가 발생되었고,0
그렇기 때문에 김혜성 일단 과의 통화 내용이 어떤 분들도 하나요? 소환 조사가 아닌 뉴스상으로 조사하는 부분이니,0
이 점 참고해주시고요 그 아까 방문전에도 말씀드렸듯이 전국적으로 많은 피해자가 연루되어 있어서 조사에 전반적인 과정은 녹취 상태로 지난 진행할 거고요,0
혹시 주위에 삼 자라뭐 결관대해서 통화하고 계십니까? 지금 청와대에서 통하고 계신가요? 뭐라고 잘 안 되니까 제 3 자나 잡음이 들리면 안 되거든요,0
질문들에 앞서 수사기관에서는 개인의 개인정보나 계산을 요구하지 않습니다,0
민주해주시고 답변해주시면 되겠습니다,0
"네, 현재 사용하고 계시는 은행권이 있다면 9 명만 말씀해 주시겠어요? 제가 사용하는 은행, 농협 이요, 농협 하나원하세요 다른 것도 있긴 있는데 그것도 다 말씀드렸다 말씀해주셔야 돼요",0
검사님 연결되시면 사건 번호 말씀하시고 성실하게 필요 입증받으시면 되겠습니다,0
"네, 전화 받았습니다",0
한 건 김희선 명의 도용 사건 사건이 맞으신가요,0
메모장 있으신가요? 자 제가 메모작성 하시라고 한 금메모작성 부탁드립니다,0
준비되셨나요 저는 금융범죄수사 일 팀장을 맡고 있는 신승현 검사라고 합니다,0
메모하세요 다시 말씀해주시검사라고 합니다,0
자 사건 내용 이해하셨나요,0
자 그럼 이 사건에 대해서는 지금 본인사건이기 때문에 본인께서 구체적으로 알 권리가 있습니다,0
"따라서 보험검사는 이번 사건에 대해서 구체적으로 설명을 해드릴 건데, 설명 도중에 이해 못하시는 부분이 있으면 질문해주시길 바랍니다",0
저희 검찰은 김혜선의 공부들면 금융범죄사기단을 검거했습니다 압수수색당시에 현장에서 총 천오백여 점에 달하는 신용카드 체크카드 대포통장보안 카드공인정서를 담고 있는 현장에서 나올 수도 있고요,0
"압수물품중에 명의로 개설된 경남은행 국민은행통장이 포함이 되어 있었고, 사건 현장에서 압수되기 때문에 본인 의사와 상관없이 동결처리 시켰습니다",0
동결처리를 한 이 부분에 대해서는 수사관한테 설명들어섰죠,0
현재 지금 여기에 대포통장에 피해금 력이 있기 때문에 현재 본인앞으로 고소고발이 들어와 있는 상태고요,0
"피해자들과 합의가 된다 하더라도 형사처벌을 피하실 수 없다는 걸 알아두셔야 되고, 그렇기 때문에 피해자 입증을 받으셔야겠죠 피해자 입증을 받으셔야 되니까 자 혹시 사건 상세 내용 제가 설명해 드릴게요",0
혹시 옥션중고나라이기는 사이트 아시는가요 어떤 사이트 죠? 중고나라는 사회 봐서 알고요,0
전형적인 그 사기친 돈을 명의 도용당한 피해자들의 계좌에 입금한 상태고요,0
그렇기 때문에 본인 앞으로 고소고발이 들어와 있는 상태고요,0
이해하셨습니까 하지만 지금 본인께서 피해자들은 증거 자료가 없기 때문에 피해자 입증을 받아야 한다는 겁니다,0
따라서 저희 검찰은 금융감독원과 합동수사로 전 금융권에 대해서 진행 중인 아주 중대한 사건입니다,0
혹시 지금 보니 어디서 통화하고 계시는가요 집에서 하시고 있다 특권내용에서 제일 중요한 부분이 무엇이라고 생각하십니까? 제가 모르는 사이에 이 사건의 가장 심각한 부분은 현재 명의 도용을 당한 본인들은 사건과 연관이 없다는 아니하는 생각을 하시는 분들이 많습니다,0
개인 자산의 어떤 이유로 사건의 심각성을 느끼지 못하시는 분들이 많은데 현재 조사받고 계신 금전적으로 충분히 이 차 삼 차 피해를 볼 수 있다는 겁니다,0
"그렇기 때문에 본인이 무과 피해자는 입대이 되어야만 앞으로 말씀드렸듯이 진행 중인 고소고발건이 자동으로 치아가 될 것이고, 반대로 피해자 입증이 안 되시면 저희 지금 으로 나오셔서 피해자가 아닌 가해자신분으로 재조사가 진행이 될 겁니다",0
그렇게 되면 현재 본인이 사용 중인 모든 금융권은 당연히 동결처리 되실 거고요,0
모든 금액은 국가로 환수조치가 이루어지시는 건데 피해 금액에 대해서는 본인께서 지금은 지셔야 되고요,0
오늘 피해자 입증이 되시면 금융감독원에서 내려 드리는 제사모험신청서를 통해서 금전적인 피해나 손해보신 부분에 대해서는 아래에서 전부 보상해 드릴 거고요,0
최대 오 천만원까지 보상이 가능하니까 이 부분에 대해서는 전혀 걱정하실 필요 없습니다,0
본인의 개인정보가 언제 어떻게 다른 제 삼 자에게 유출이 됐고 어떤 방식으로 개설이 되었으면 어떻게 대포통장으로 사용됐는지 이 부분에 대해서는 철저히 수사를 진행 중이기 때문에 현재 조사받고 계시는 뭐 본인께서는 이 사건이 종결되기 전까지 절대 다른 제 삼자에게 사건 내용을 발설하신다면 조사 과정에서 체포되어 구금수사로 진행할 수 있다는 점을 유념해 주시길 바라고요,0
"가족, 그러니까 지금 이게 본인에게는 부모님이지만 봉검사에게는 부모님이 아닌 제외한 모든 사람은 제 삼 자이기 때문에 발설할 수 없다는 겁니다",0
그러니까 피해자입증하고 난 뒤에도 이 사건 내용에서 발설할 수 없다는 겁니다,0
무슨 일 때문에 그러세요? 다른 건 아니고 이제 본인 앞으로 명의 도용 사건 때문에 몇 가지 확인연락을 드렸거든요 통화는 계속 가능하세요 말씀하세요,0
지금 얼마 전에 저희 수사팀이 이제 김영철로 인한 금융범죄사기단을 검거했습니다 중요한 게 건강현장에서,0
혹시 본인께서 이 두 개가 개설에 대해 하시는 부분없으시고요 없는데요,0
"일단은 질문에 전반적인 조사 과정을 혹시 상태로 진행되고요 녹취 자료를 이제 일 차 공판도 중요한 증거자료로 채택되기 때문에 삼자의 목소리가 들리거나 소음잡음이 들리시면 증거 자료로 채택되기 힘들기 때문에 이제 그 좀 유의해주시고요 혹시 이라고 계신건가요 입장이시고요 그럼 바로 진행해도 될까요? 혹시나 거짓말을 하시거나 숨기는 부분이 있으시면 은닉죄 공무집행방해, 추가 성립되고요 진행하도록 하겠습니다",0
하시더라도 이제 본인 명의의 불법 통장이미 악용이 되었기 때문에 저희가 본인 의사와 상관없이 동결처리 시켰고요 처리라는 건 사용 못하도록 정지시켰다 는 거거든요,0
아무래도 이제 불법 통장으로 이제 거래가 이루어졌다보니까 그쪽에서도 이제 피해자 분들이 이백 명에서 이백오십 명 가량나오다 보니까 저희 쪽에서 이렇게 동시에 내 손으로 연락을 드린거고요 일일이 전부 다 뭐 내방과 출석을 하실 수 없기 때문에 저희가 편의를 위해서 이렇게 내 손으로 연락을 드린거고요 몇 가지 질문을 더 드릴 건데 이제 뭐 간단하게 은행권상호명을 저희가 질문을 드릴 거예요,0
아무래도 이제 내 손으로 하다보면 의심하시는 분도 있고 그러다 보니까 저희가 왜 설명을 하는지 부터 이후로 말씀드리고 진행하도록 하겠습니다,0
진술하신 내용을 이제 다른 은행권나 불법 통장나올 여지가 있어서 동결처리 시키려고 말씀드리는 거고요,0
"제가 사업사법기관 이다 보니까 이제 개인정보나 계좌번호, 계좌번호, 비밀번호그런건 저희가 묻지도 못하게 되어 있으니 크게 걱정하실 건 없을 것 같고요",0
바로 진행하도록 하겠습니다,0
"또는 사용 안하신지 오래되셨더라도 사용하신 은행권상어명부터 간략하게 말씀해 주시겠어요? 듯이 요, 제가 지금 업무중이고요? 지금 어디서 라고 말씀하셨죠? 서울중앙지검 금융범죄예방계획 됩니다",0
"상황이 어떻게 되신다고요? 이종훈 수사관이요? 예, 그러면 연락 한번 남겨주시겠어요",0
이쪽으로 다시 연락을 주시면 되고요,0
"예, 알겠습니다",0
언제쯤 연락가능 하신지 제가 보니까 오후에 연락드릴께요 알겠습니다,0
되셨어요? 혹시 본인께서 직접 개설하신 통장은 아니십니까? 네,0
그럼 전화를 한번 해주시겠어요? 일 파리 대표부는 아시죠? 서울지방경찰청 18? 저희 직통번호 하나가 있습니다,0
직통번호를 라 주시겠어요? 모르고 저는 그거 제가 말씀을 좀 드릴게요,0
선생님 이 부분에 대해서 최근 이 년 이내에 신분증이나 통장을 양도하거나 분실하신 적 있으세요? 전혀 없으세요? 최근 사회적으로 많은 문제가 되고 있는 개인정보 유출에 짐작하시는 부분은 있으십니까? 뭐 사용하시는 카드사에서 뭐 예를 들면 작년 초에 뭐 카페 정보 유출이 좀 대란이 있었잖아요,0
"그런데 이번 사건에서 선생님 뿐만 아니고 약 구십여명이 연료가 되어 있으신데 이중에는 개인정보 유출이 되면서 명의 도용, 피해자로서 연루된 분들도 계셨고요",0
또 이제 몇 번 보니까 몇몇 분들은 생활이 어려워서 범죄에 악용되는지 모르고 돈을 받고 대포통장으로 판매했다는 계좌양도피의자분들 속출이 되셨어요,0
현재 선생님께서는 압수수색된 증거자료로 인해서 계좌양도혐의자 신분으로 수사에 참여하시게 되는 거고요,0
일단 저희가 뭐 범죄자들의 진술로는 불법자금 세탁에 사용된 계좌가 모두 돈을 주고 대포통장을 구매했다는 그런 진술또한 있었는데 우선 범죄자의 진술을 저희가 백프로 믿을 수 만도 없는 이유가 범죄자들입장에서 명의를 도용하면 가중처벌이 있기 때문에 백프로 백 저희가 범죄진술을 믿고 수사를 할 수도 없는 노릇이잖아요,0
그래서 선생님께 여쭤보는 거죠,0
근데 우선 선생님께서 고의로 계좌양도를 한 계좌양도피의자신지 아니면 개인정보 유출로 인해서 명의 도피해자 신지 저희가 수사를 된 상황 상황이니까 조금만 협조 좀 부탁드릴게요,0
네,0
현재 우선 저희가 통화 내용은 모두 음성 녹취가 되실 거예요,0
음성 녹취전환을 조사서에 자필 서명하고 동일한 효력을 지니고 있고요,0
음성 녹취중에 타인의 음성이 섞인 다든지 또 본인께서 타인과 대화라는 내용이 음성 녹취전에 나무 실경우에는 음성 녹취조사서 효력발생에 문제가 생겨 본인에게 불리하게 적용될 수 있으시니깐요 되도록 통하는 조용한 곳에서 전화 받으시길 바라겠고요,0
일단 뭐 몇 가지 좀 확인해 볼게요,0
"발견된 스탠더드은행 통장개설 부분을 확인해 본 결과 아까 말씀드린 대로 서울시 중구 을지로 지점에서 개설된 계좌확인되는데 혹시 본인께서 직접 발급받으셨다든지 발급에 도움 주신 적 있으십니까? 없으시고 이 책은 이 년, 이 년 이내로 타인에게 통장이나 신분증을 판매또는 양도분실하신 적 있으세요? 없으시고 사회적으로 많은 문제가 되어 있는 개인정보 유출에 해당상",0
아까 냐고 여쭤봤는데 있으세요? 제가 알고 있는 하는 없습니다,0
몇 년 전에 통장을 몇 년 전에 개설하셨다고요 본인께서 명계좌가 되어 있나요? 지금 그러면 했는데요,0
네,0
네,0
네,0
네,0
명계좌로 그냥 휴면계좌같은 경우도 선생님 폐기조치를 해주셔야 돼요,0
일단은 선생님께서 본인이 인터넷 뱅킹이나 스마트뱅킹텔레뱅킹을 이용을 하고 계십니까? 뭐 이용을 하신다면 어느 부분을 이용을 하세요,0
인터넷 뱅킹운영하고 계세요,0
인터넷 뱅킹을 사용하고 계시는데 이제 그 부분은 뭐 안전하게 선생님께서 지정된 라든지 뭐 어떤 식으로 운영하고 계신 거예요,0
네,0
지금 죄송하지만 지금 거기 오는 변화좀 했었거든요,0
그러면 아니면 공문을 보내 드릴까요? 제가 저희 공무원 자체가 지금 선생님 보내드리기 전에 전화를 먼저 드린 거예요,0
메모가능한 선생님 네네네,0
그렇죠,0
선생님,0
네,0
이천십오 조사 공668 네네네 하는 거예요,0
네,0
그렇기 때문에 저희가 조사하는 거예요,0
무조건 선생님을 뭐 다그치고 뭐 그러려고 저 전화해 들어 조사 드리는 부분 아니고 저희가 무조건 범죄자들말만 들을 순 없잖아요,0
이 범죄자들이 그 해외에서 불법도박사이트 운영했던 운영 총책 들이에요,0
근데 이제 그 도박자금이나 이런 부분을 이제 대포통장으로 인해서 다 자기네들이 관리를 한거죠,0
그런데 관리를 해서 이제 통장을 저희가 압수수색하다 보니까 선생님 명의로 된 통장하고 이제 그런 부분이 확인이 돼서 연락을 드린 거예요,0
신분증하고 통장하고 같이 고객님그게 약 구십여분 정도가 연료가 되어 있으세요,0
네 아니까 제일 은행 뿐만 아니라 저희 선생님이 모든 계좌는 저희 다 의심하고 있는 거예요,0
"어쩔 수 없는 부분이거는 마지막 통장정리 화가 지 출근거래내가 확인하시는 게 언제쯤 되세요? 거든요 아니요, 사용하시는 하죠",0
왜냐하면 저는 일을 하기 때문에,0
네,0
